,sname,location,url,type,membership,website,nature
2760,宝鸡职业技术, ------,http://college.gaokao.com/school/1895/, 师范, 陕西省教育厅, http://www.bjvtc.com/, 高职专科
2761,陕西航空职业, 陕西,http://college.gaokao.com/school/1896/, 工科, 陕西省教育厅, http://www.sxhkxy.com/, 高职专科
2762,陕西铁路工程, 陕西,http://college.gaokao.com/school/1897/, 工科, 陕西省教育厅, http://www.sxri.net/, 高职专科
2763,陕西纺织服装, 陕西,http://college.gaokao.com/school/1898/, 工科, ——, ——, 高职专科
2764,铜川职业技术, ------,http://college.gaokao.com/school/1899/, 综合, 陕西省教育厅, ——, 高职专科
2765,安康职业技术, ------,http://college.gaokao.com/school/1900/, 综合, 陕西省教育厅, http://www.akvtc.com/, 高职专科
2766,渭南职业技术, ------,http://college.gaokao.com/school/1901/, 综合, 陕西省教育厅, http://www.wnzy.net/, 高职专科
2767,张掖医学高等, ------,http://college.gaokao.com/school/1902/, 医药, 甘肃省教育厅, http://www.zymc.edu.cn/, 高职专科
2768,平凉医学高等, ------,http://college.gaokao.com/school/1903/, 医药, 甘肃省教育厅, http://www.plmc.edu.cn/, 高职专科
2769,陇南师范高等, ------,http://college.gaokao.com/school/1904/, 师范, 甘肃省教育厅, http://www.lntc.edu.cn/, 高职专科
2770,定西师范高等, ------,http://college.gaokao.com/school/1905/, 师范, 甘肃省教育厅, http://www.dxatc.cn/, 高职专科
2771,甘肃农业职业, 甘肃,http://college.gaokao.com/school/1906/, 农业, 甘肃省教育厅, HTTP, 高职专科
2772,甘肃畜牧工程, 甘肃,http://college.gaokao.com/school/1907/, 农业, 甘肃省教育厅, http://www.xmgcxy.gsedu.cn/, 高职专科
2773,兰州资源环境, ------,http://college.gaokao.com/school/1908/, 综合, 甘肃省教育厅, http://www.lzre.edu.cn/, 高职专科
2774,甘肃交通职业, 甘肃,http://college.gaokao.com/school/1909/, 工科, 甘肃省教育厅, http://www.gsjtxy.edu.cn/, 高职专科
2775,武威职业学院, ------,http://college.gaokao.com/school/1910/, 综合, 甘肃省教育厅, http://www.wwoc.cn/, 高职专科
2776,甘肃钢铁职业, 甘肃,http://college.gaokao.com/school/1911/, 工科, ——, http://www.ggzy.edu.cn/, 高职专科
2777,青海卫生职业, 青海,http://college.gaokao.com/school/1912/, 医药, 青海省教育厅, http://www.qhwszy.edu.cn/, 高职专科
2778,宁夏民族职业, 宁夏,http://college.gaokao.com/school/1913/, 师范, 宁夏回族自治区教育厅, http://www.nxmzy.com.cn, 高职专科
2779,宁夏工商职业, 宁夏,http://college.gaokao.com/school/1914/, 财经, 宁夏回族自治区教育厅, http://www.nxgs.edu.cn/, 高职专科
2780,新疆兵团警官, 新疆,http://college.gaokao.com/school/1915/, 政法, ——, http://www.xjbtjx.com, 高职专科
2781,新疆石河子职, 新疆,http://college.gaokao.com/school/1916/, 综合, 新疆生产建设兵团, http://www.xjshzzy.com/, 高职专科
2782,新疆交通职业, 新疆,http://college.gaokao.com/school/1917/, 工科, 新疆维吾尔自治区教育厅, http://www.xjjtedu.com/, 高职专科
2783,新疆职业大学, 新疆,http://college.gaokao.com/school/1918/, 综合, 新疆维吾尔自治区教育厅, http://www.xjvu.edu.cn/, 高职专科
2784,北京科技大学, 北京,http://college.gaokao.com/school/1932/, 工科, ——, www.ustbyq.com, 高职专科
2785,张家口学院, ——,http://college.gaokao.com/school/1933/, 师范, ——, ——, 高职专科
2786,江苏职工医科, 江苏,http://college.gaokao.com/school/1934/, 医药, ——, www.jssmu.edu.cn, 高职专科
2787,浙江工业大学, 浙江,http://college.gaokao.com/school/1935/, 工科, ——, http://www.qzu.zj.cn, 高职专科
2788,安徽经济管理, 安徽,http://college.gaokao.com/school/1936/, 财经, ——, www.ahsa.edu.cn, 高职专科
2789,福建政法管理, 福建,http://college.gaokao.com/school/1937/, 政法, ——, ——, 高职专科
2790,新余钢铁有限, ------,http://college.gaokao.com/school/1938/, ------, ——, ——, 高职专科
2791,南昌钢铁有限, ------,http://college.gaokao.com/school/1939/, 工科, 江西省教育厅, ——, 高职专科
2792,山东省聊城教, 山东,http://college.gaokao.com/school/1940/, 师范, ——, www.lcjyxy.com, 高职专科
2793,长沙教育学院, 湖南,http://college.gaokao.com/school/1941/, 综合, ——, http://www.csjyxy.cn/, 高职专科
2794,湘潭教育学院, ------,http://college.gaokao.com/school/1942/, 师范, 湖南省教育厅, http://xtjyxy.net, 高职专科
2795,广西壮族自治, 广西,http://college.gaokao.com/school/1943/, 财经, ——, www.jgy.gx.cn, 高职专科
2796,广西壮族自治, 广西,http://college.gaokao.com/school/1944/, 医药, ——, http://www.gxwzy.com.cn/, 高职专科
2797,中国工程物理, ------,http://college.gaokao.com/school/1945/, ------, ——, ——, 高职专科
2798,北京劳动保障, 北京,http://college.gaokao.com/school/1946/, 综合, 北京市教育委员会, www.bvclss.cn, 高职专科
2799,北京社会管理, 北京,http://college.gaokao.com/school/1947/, 综合, ——, www.bcsa.edu.cn, 高职专科
2800,天津工艺美术, 天津,http://college.gaokao.com/school/1948/, 艺术, 天津市教育委员会, http://www.gmtj.com, 高职专科
2801,天津艺术职业, 天津,http://college.gaokao.com/school/1949/, 艺术, 天津市教育委员会, www.arttj.cn, 高职专科
2802,天津国土资源, 天津,http://college.gaokao.com/school/1950/, 综合, 天津市教育委员会, http://www.tjgfxy.com.cn, 高职专科
2803,河北机电职业, 河北,http://college.gaokao.com/school/1951/, 工科, 河北省教育厅, ——, 高职专科
2804,河北司法警官, 河北,http://college.gaokao.com/school/1952/, 政法, 河北省教育厅, www.sjzgsxy.com, 高职专科
2805,廊坊职业技术, ------,http://college.gaokao.com/school/1953/, 工科, 河北省教育厅, www.lfzhjxy.cn, 高职专科
2806,河北公安警察, 河北,http://college.gaokao.com/school/1954/, 政法, 河北省教育厅, ——, 高职专科
2807,河北通信职业, 河北,http://college.gaokao.com/school/1955/, 工科, ——, ——, 高职专科
2808,河北女子职业, 河北,http://college.gaokao.com/school/1956/, 语言, 河北省教育厅, http://www.hebnzxy.com, 高职专科
2809,河北旅游职业, 河北,http://college.gaokao.com/school/1957/, 财经, ——, www.hbtvc.com, 高职专科
2810,冀中职业学院, ------,http://college.gaokao.com/school/1958/, ------, ——, www.jzhxy.com, 高职专科
2811,石家庄科技工, 河北,http://college.gaokao.com/school/1959/, 工科, ——, www.sjzkg.edu.cn, 高职专科
2812,太原电力高等, ------,http://college.gaokao.com/school/1960/, 工科, 山西省教育厅, www.sxuec.edu.cn, 高职专科
2813,运城幼儿师范, ------,http://college.gaokao.com/school/1961/, 师范, 山西省教育厅, www.sxycys.com, 高职专科
2814,山西省财政税, 山西,http://college.gaokao.com/school/1962/, 财经, ——, www.sxftc.edu.cn, 高职专科
2815,晋中职业技术, ------,http://college.gaokao.com/school/1963/, 综合, 山西省教育厅, www.jzzy.sx.cn, 高职专科
2816,山西运城农业, 山西,http://college.gaokao.com/school/1964/, 农业, 山西省教育厅, www.ycnxy.com, 高职专科
2817,太原旅游职业, ------,http://college.gaokao.com/school/1965/, 语言, 山西省教育厅, www.tylyzyxy.com, 高职专科
2818,山西管理职业, 山西,http://college.gaokao.com/school/1966/, 财经, 山西省教育厅, www.sxglzyxy.com.cn, 高职专科
2819,潞安职业技术, ------,http://college.gaokao.com/school/1967/, 工科, 山西省教育厅, http://sxlazy.cen114.com, 高职专科
2820,山西金融职业, 山西,http://college.gaokao.com/school/1968/, 财经, 山西省教育厅, www.sxjrzyxy.com, 高职专科
2821,山西体育职业, 山西,http://college.gaokao.com/school/1969/, 体育, 山西省教育厅, www.sxptc.com, 高职专科
2822,山西警官职业, 山西,http://college.gaokao.com/school/1970/, 政法, 山西省教育厅, www.sxpolice.cn, 高职专科
2823,山西国际商务, 山西,http://college.gaokao.com/school/1971/, 财经, 山西省教育厅, www.sxibs.com, 高职专科
2824,忻州职业技术, ------,http://college.gaokao.com/school/1972/, 财经, 山西省教育厅, www.xzvtc.com, 高职专科
2825,山西经贸职业, 山西,http://college.gaokao.com/school/1973/, 财经, 山西省教育厅, www.sxemc.com, 高职专科
2826,朔州职业技术, ------,http://college.gaokao.com/school/1974/, ------, ——, www.szvtc.com, 高职专科
2827,包头钢铁职业, ------,http://college.gaokao.com/school/1975/, 工科, 内蒙古自治区教育厅, http://www.btsvc.net, 高职专科
2828,锡林郭勒职业, ------,http://college.gaokao.com/school/1976/, 师范, 内蒙古自治区教育厅, ——, 高职专科
2829,内蒙古交通职, 内蒙古,http://college.gaokao.com/school/1977/, 工科, 内蒙古自治区教育厅, http://www.nmjtzy.com, 高职专科
2830,科尔沁艺术职, ------,http://college.gaokao.com/school/1978/, 艺术, 内蒙古自治区教育厅, www.keqysxy.com.cn, 高职专科
2831,通辽职业学院, ------,http://college.gaokao.com/school/1979/, 师范, 内蒙古自治区教育厅, www.tlzyxy.com, 高职专科
2832,内蒙古电子信, 内蒙古,http://college.gaokao.com/school/1980/, 工科, 内蒙古自治区教育厅, www.imeic.cn, 高职专科
2833,乌兰察布职业, ------,http://college.gaokao.com/school/1981/, 财经, 内蒙古自治区教育厅, www.wlcbzyxy.com.cn, 高职专科
2834,乌海职业技术, ------,http://college.gaokao.com/school/1982/, 工科, 内蒙古自治区教育厅, www.whvtc.net, 高职专科
2835,内蒙古机电职, 内蒙古,http://college.gaokao.com/school/1983/, 工科, 内蒙古自治区教育厅, www.nmgjdxy.com, 高职专科
2836,内蒙古化工职, 内蒙古,http://college.gaokao.com/school/1984/, 工科, 内蒙古自治区教育厅, www.hgzyxy.com.cn, 高职专科
2837,内蒙古商贸职, 内蒙古,http://college.gaokao.com/school/1985/, 财经, 内蒙古自治区教育厅, www.imvcc.com, 高职专科
2838,包头铁道职业, ------,http://college.gaokao.com/school/1986/, 工科, 内蒙古自治区教育厅, www.bttzy.com, 高职专科
2839,辽宁装备制造, 辽宁,http://college.gaokao.com/school/1987/, 工科, 辽宁省教育厅, www.ltcem.com, 高职专科
2840,辽河石油职业, ------,http://college.gaokao.com/school/1988/, 工科, 辽宁省教育厅, www.lhptc.comwww.lhptc.edu.cn, 高职专科
2841,辽宁职业学院, 辽宁,http://college.gaokao.com/school/1989/, 农业, 辽宁省教育厅, www.lnvc.cn, 高职专科
2842,辽宁地质工程, 辽宁,http://college.gaokao.com/school/1990/, 工科, ——, www.lndzxy.com, 高职专科
2843,辽宁铁道职业, 辽宁,http://college.gaokao.com/school/1991/, 工科, ——, ——, 高职专科
2844,辽宁建筑职业, 辽宁,http://college.gaokao.com/school/1992/, 工科, ——, www.lnjzxy.com, 高职专科
2845,松原职业技术, ------,http://college.gaokao.com/school/1993/, 综合, 吉林省教育厅, www.sypt.cn, 高职专科
2846,吉林铁道职业, 吉林,http://college.gaokao.com/school/1994/, 工科, 吉林省教育厅, www.jtpt.cn, 高职专科
2847,白城职业技术, ------,http://college.gaokao.com/school/1995/, 综合, ——, www.bcvit.cn, 高职专科
2848,长白山职业技, ------,http://college.gaokao.com/school/1996/, ------, ——, www.cbsvtc.com.cn, 高职专科
2849,齐齐哈尔高等, ------,http://college.gaokao.com/school/1997/, 师范, 黑龙江省教育厅, www.qqhrtc.com, 高职专科
2850,黑龙江幼儿师, 黑龙江,http://college.gaokao.com/school/1998/, 师范, 黑龙江省教育厅, www.hljys.cn, 高职专科
2851,甘肃钢铁职业, 甘肃,http://college.gaokao.com/school/1911/, 工科, ——, http://www.ggzy.edu.cn/, 高职专科
2852,青海卫生职业, 青海,http://college.gaokao.com/school/1912/, 医药, 青海省教育厅, http://www.qhwszy.edu.cn/, 高职专科
2853,宁夏民族职业, 宁夏,http://college.gaokao.com/school/1913/, 师范, 宁夏回族自治区教育厅, http://www.nxmzy.com.cn, 高职专科
2854,宁夏工商职业, 宁夏,http://college.gaokao.com/school/1914/, 财经, 宁夏回族自治区教育厅, http://www.nxgs.edu.cn/, 高职专科
2855,新疆兵团警官, 新疆,http://college.gaokao.com/school/1915/, 政法, ——, http://www.xjbtjx.com, 高职专科
2856,新疆石河子职, 新疆,http://college.gaokao.com/school/1916/, 综合, 新疆生产建设兵团, http://www.xjshzzy.com/, 高职专科
2857,新疆交通职业, 新疆,http://college.gaokao.com/school/1917/, 工科, 新疆维吾尔自治区教育厅, http://www.xjjtedu.com/, 高职专科
2858,新疆职业大学, 新疆,http://college.gaokao.com/school/1918/, 综合, 新疆维吾尔自治区教育厅, http://www.xjvu.edu.cn/, 高职专科
2859,北京科技大学, 北京,http://college.gaokao.com/school/1932/, 工科, ——, www.ustbyq.com, 高职专科
2860,张家口学院, ——,http://college.gaokao.com/school/1933/, 师范, ——, ——, 高职专科
2861,江苏职工医科, 江苏,http://college.gaokao.com/school/1934/, 医药, ——, www.jssmu.edu.cn, 高职专科
2862,浙江工业大学, 浙江,http://college.gaokao.com/school/1935/, 工科, ——, http://www.qzu.zj.cn, 高职专科
2863,安徽经济管理, 安徽,http://college.gaokao.com/school/1936/, 财经, ——, www.ahsa.edu.cn, 高职专科
2864,福建政法管理, 福建,http://college.gaokao.com/school/1937/, 政法, ——, ——, 高职专科
2865,新余钢铁有限, ------,http://college.gaokao.com/school/1938/, ------, ——, ——, 高职专科
2866,南昌钢铁有限, ------,http://college.gaokao.com/school/1939/, 工科, 江西省教育厅, ——, 高职专科
2867,山东省聊城教, 山东,http://college.gaokao.com/school/1940/, 师范, ——, www.lcjyxy.com, 高职专科
2868,长沙教育学院, 湖南,http://college.gaokao.com/school/1941/, 综合, ——, http://www.csjyxy.cn/, 高职专科
2869,湘潭教育学院, ------,http://college.gaokao.com/school/1942/, 师范, 湖南省教育厅, http://xtjyxy.net, 高职专科
2870,广西壮族自治, 广西,http://college.gaokao.com/school/1943/, 财经, ——, www.jgy.gx.cn, 高职专科
2871,广西壮族自治, 广西,http://college.gaokao.com/school/1944/, 医药, ——, http://www.gxwzy.com.cn/, 高职专科
2872,中国工程物理, ------,http://college.gaokao.com/school/1945/, ------, ——, ——, 高职专科
2873,北京劳动保障, 北京,http://college.gaokao.com/school/1946/, 综合, 北京市教育委员会, www.bvclss.cn, 高职专科
2874,北京社会管理, 北京,http://college.gaokao.com/school/1947/, 综合, ——, www.bcsa.edu.cn, 高职专科
2875,天津工艺美术, 天津,http://college.gaokao.com/school/1948/, 艺术, 天津市教育委员会, http://www.gmtj.com, 高职专科
2876,天津艺术职业, 天津,http://college.gaokao.com/school/1949/, 艺术, 天津市教育委员会, www.arttj.cn, 高职专科
2877,天津国土资源, 天津,http://college.gaokao.com/school/1950/, 综合, 天津市教育委员会, http://www.tjgfxy.com.cn, 高职专科
2878,河北机电职业, 河北,http://college.gaokao.com/school/1951/, 工科, 河北省教育厅, ——, 高职专科
2879,河北司法警官, 河北,http://college.gaokao.com/school/1952/, 政法, 河北省教育厅, www.sjzgsxy.com, 高职专科
2880,廊坊职业技术, ------,http://college.gaokao.com/school/1953/, 工科, 河北省教育厅, www.lfzhjxy.cn, 高职专科
2881,河北公安警察, 河北,http://college.gaokao.com/school/1954/, 政法, 河北省教育厅, ——, 高职专科
2882,河北通信职业, 河北,http://college.gaokao.com/school/1955/, 工科, ——, ——, 高职专科
2883,河北女子职业, 河北,http://college.gaokao.com/school/1956/, 语言, 河北省教育厅, http://www.hebnzxy.com, 高职专科
2884,河北旅游职业, 河北,http://college.gaokao.com/school/1957/, 财经, ——, www.hbtvc.com, 高职专科
2885,冀中职业学院, ------,http://college.gaokao.com/school/1958/, ------, ——, www.jzhxy.com, 高职专科
2886,石家庄科技工, 河北,http://college.gaokao.com/school/1959/, 工科, ——, www.sjzkg.edu.cn, 高职专科
2887,太原电力高等, ------,http://college.gaokao.com/school/1960/, 工科, 山西省教育厅, www.sxuec.edu.cn, 高职专科
2888,运城幼儿师范, ------,http://college.gaokao.com/school/1961/, 师范, 山西省教育厅, www.sxycys.com, 高职专科
2889,山西省财政税, 山西,http://college.gaokao.com/school/1962/, 财经, ——, www.sxftc.edu.cn, 高职专科
2890,晋中职业技术, ------,http://college.gaokao.com/school/1963/, 综合, 山西省教育厅, www.jzzy.sx.cn, 高职专科
2891,山西运城农业, 山西,http://college.gaokao.com/school/1964/, 农业, 山西省教育厅, www.ycnxy.com, 高职专科
2892,太原旅游职业, ------,http://college.gaokao.com/school/1965/, 语言, 山西省教育厅, www.tylyzyxy.com, 高职专科
2893,山西管理职业, 山西,http://college.gaokao.com/school/1966/, 财经, 山西省教育厅, www.sxglzyxy.com.cn, 高职专科
2894,潞安职业技术, ------,http://college.gaokao.com/school/1967/, 工科, 山西省教育厅, http://sxlazy.cen114.com, 高职专科
2895,山西金融职业, 山西,http://college.gaokao.com/school/1968/, 财经, 山西省教育厅, www.sxjrzyxy.com, 高职专科
2896,山西体育职业, 山西,http://college.gaokao.com/school/1969/, 体育, 山西省教育厅, www.sxptc.com, 高职专科
2897,山西警官职业, 山西,http://college.gaokao.com/school/1970/, 政法, 山西省教育厅, www.sxpolice.cn, 高职专科
2898,山西国际商务, 山西,http://college.gaokao.com/school/1971/, 财经, 山西省教育厅, www.sxibs.com, 高职专科
2899,忻州职业技术, ------,http://college.gaokao.com/school/1972/, 财经, 山西省教育厅, www.xzvtc.com, 高职专科
2900,山西经贸职业, 山西,http://college.gaokao.com/school/1973/, 财经, 山西省教育厅, www.sxemc.com, 高职专科
2901,朔州职业技术, ------,http://college.gaokao.com/school/1974/, ------, ——, www.szvtc.com, 高职专科
2902,包头钢铁职业, ------,http://college.gaokao.com/school/1975/, 工科, 内蒙古自治区教育厅, http://www.btsvc.net, 高职专科
2903,锡林郭勒职业, ------,http://college.gaokao.com/school/1976/, 师范, 内蒙古自治区教育厅, ——, 高职专科
2904,内蒙古交通职, 内蒙古,http://college.gaokao.com/school/1977/, 工科, 内蒙古自治区教育厅, http://www.nmjtzy.com, 高职专科
2905,科尔沁艺术职, ------,http://college.gaokao.com/school/1978/, 艺术, 内蒙古自治区教育厅, www.keqysxy.com.cn, 高职专科
2906,通辽职业学院, ------,http://college.gaokao.com/school/1979/, 师范, 内蒙古自治区教育厅, www.tlzyxy.com, 高职专科
2907,内蒙古电子信, 内蒙古,http://college.gaokao.com/school/1980/, 工科, 内蒙古自治区教育厅, www.imeic.cn, 高职专科
2908,乌兰察布职业, ------,http://college.gaokao.com/school/1981/, 财经, 内蒙古自治区教育厅, www.wlcbzyxy.com.cn, 高职专科
2909,乌海职业技术, ------,http://college.gaokao.com/school/1982/, 工科, 内蒙古自治区教育厅, www.whvtc.net, 高职专科
2910,内蒙古机电职, 内蒙古,http://college.gaokao.com/school/1983/, 工科, 内蒙古自治区教育厅, www.nmgjdxy.com, 高职专科
2911,内蒙古化工职, 内蒙古,http://college.gaokao.com/school/1984/, 工科, 内蒙古自治区教育厅, www.hgzyxy.com.cn, 高职专科
2912,内蒙古商贸职, 内蒙古,http://college.gaokao.com/school/1985/, 财经, 内蒙古自治区教育厅, www.imvcc.com, 高职专科
2913,包头铁道职业, ------,http://college.gaokao.com/school/1986/, 工科, 内蒙古自治区教育厅, www.bttzy.com, 高职专科
2914,辽宁装备制造, 辽宁,http://college.gaokao.com/school/1987/, 工科, 辽宁省教育厅, www.ltcem.com, 高职专科
2915,辽河石油职业, ------,http://college.gaokao.com/school/1988/, 工科, 辽宁省教育厅, www.lhptc.comwww.lhptc.edu.cn, 高职专科
2916,辽宁职业学院, 辽宁,http://college.gaokao.com/school/1989/, 农业, 辽宁省教育厅, www.lnvc.cn, 高职专科
2917,辽宁地质工程, 辽宁,http://college.gaokao.com/school/1990/, 工科, ——, www.lndzxy.com, 高职专科
2918,辽宁铁道职业, 辽宁,http://college.gaokao.com/school/1991/, 工科, ——, ——, 高职专科
2919,辽宁建筑职业, 辽宁,http://college.gaokao.com/school/1992/, 工科, ——, www.lnjzxy.com, 高职专科
2920,松原职业技术, ------,http://college.gaokao.com/school/1993/, 综合, 吉林省教育厅, www.sypt.cn, 高职专科
2921,吉林铁道职业, 吉林,http://college.gaokao.com/school/1994/, 工科, 吉林省教育厅, www.jtpt.cn, 高职专科
2922,白城职业技术, ------,http://college.gaokao.com/school/1995/, 综合, ——, www.bcvit.cn, 高职专科
2923,长白山职业技, ------,http://college.gaokao.com/school/1996/, ------, ——, www.cbsvtc.com.cn, 高职专科
2924,齐齐哈尔高等, ------,http://college.gaokao.com/school/1997/, 师范, 黑龙江省教育厅, www.qqhrtc.com, 高职专科
2925,黑龙江幼儿师, 黑龙江,http://college.gaokao.com/school/1998/, 师范, 黑龙江省教育厅, www.hljys.cn, 高职专科
2926,天津艺术职业, 天津,http://college.gaokao.com/school/1949/, 艺术, 天津市教育委员会, www.arttj.cn, 高职专科
2927,天津国土资源, 天津,http://college.gaokao.com/school/1950/, 综合, 天津市教育委员会, http://www.tjgfxy.com.cn, 高职专科
2928,河北机电职业, 河北,http://college.gaokao.com/school/1951/, 工科, 河北省教育厅, ——, 高职专科
2929,河北司法警官, 河北,http://college.gaokao.com/school/1952/, 政法, 河北省教育厅, www.sjzgsxy.com, 高职专科
2930,廊坊职业技术, ------,http://college.gaokao.com/school/1953/, 工科, 河北省教育厅, www.lfzhjxy.cn, 高职专科
2931,河北公安警察, 河北,http://college.gaokao.com/school/1954/, 政法, 河北省教育厅, ——, 高职专科
2932,河北通信职业, 河北,http://college.gaokao.com/school/1955/, 工科, ——, ——, 高职专科
2933,河北女子职业, 河北,http://college.gaokao.com/school/1956/, 语言, 河北省教育厅, http://www.hebnzxy.com, 高职专科
2934,河北旅游职业, 河北,http://college.gaokao.com/school/1957/, 财经, ——, www.hbtvc.com, 高职专科
2935,冀中职业学院, ------,http://college.gaokao.com/school/1958/, ------, ——, www.jzhxy.com, 高职专科
2936,石家庄科技工, 河北,http://college.gaokao.com/school/1959/, 工科, ——, www.sjzkg.edu.cn, 高职专科
2937,太原电力高等, ------,http://college.gaokao.com/school/1960/, 工科, 山西省教育厅, www.sxuec.edu.cn, 高职专科
2938,运城幼儿师范, ------,http://college.gaokao.com/school/1961/, 师范, 山西省教育厅, www.sxycys.com, 高职专科
2939,山西省财政税, 山西,http://college.gaokao.com/school/1962/, 财经, ——, www.sxftc.edu.cn, 高职专科
2940,晋中职业技术, ------,http://college.gaokao.com/school/1963/, 综合, 山西省教育厅, www.jzzy.sx.cn, 高职专科
2941,山西运城农业, 山西,http://college.gaokao.com/school/1964/, 农业, 山西省教育厅, www.ycnxy.com, 高职专科
2942,太原旅游职业, ------,http://college.gaokao.com/school/1965/, 语言, 山西省教育厅, www.tylyzyxy.com, 高职专科
2943,山西管理职业, 山西,http://college.gaokao.com/school/1966/, 财经, 山西省教育厅, www.sxglzyxy.com.cn, 高职专科
2944,潞安职业技术, ------,http://college.gaokao.com/school/1967/, 工科, 山西省教育厅, http://sxlazy.cen114.com, 高职专科
2945,山西金融职业, 山西,http://college.gaokao.com/school/1968/, 财经, 山西省教育厅, www.sxjrzyxy.com, 高职专科
2946,山西体育职业, 山西,http://college.gaokao.com/school/1969/, 体育, 山西省教育厅, www.sxptc.com, 高职专科
2947,山西警官职业, 山西,http://college.gaokao.com/school/1970/, 政法, 山西省教育厅, www.sxpolice.cn, 高职专科
2948,山西国际商务, 山西,http://college.gaokao.com/school/1971/, 财经, 山西省教育厅, www.sxibs.com, 高职专科
2949,忻州职业技术, ------,http://college.gaokao.com/school/1972/, 财经, 山西省教育厅, www.xzvtc.com, 高职专科
2950,山西经贸职业, 山西,http://college.gaokao.com/school/1973/, 财经, 山西省教育厅, www.sxemc.com, 高职专科
2951,朔州职业技术, ------,http://college.gaokao.com/school/1974/, ------, ——, www.szvtc.com, 高职专科
2952,包头钢铁职业, ------,http://college.gaokao.com/school/1975/, 工科, 内蒙古自治区教育厅, http://www.btsvc.net, 高职专科
2953,锡林郭勒职业, ------,http://college.gaokao.com/school/1976/, 师范, 内蒙古自治区教育厅, ——, 高职专科
2954,内蒙古交通职, 内蒙古,http://college.gaokao.com/school/1977/, 工科, 内蒙古自治区教育厅, http://www.nmjtzy.com, 高职专科
2955,科尔沁艺术职, ------,http://college.gaokao.com/school/1978/, 艺术, 内蒙古自治区教育厅, www.keqysxy.com.cn, 高职专科
2956,通辽职业学院, ------,http://college.gaokao.com/school/1979/, 师范, 内蒙古自治区教育厅, www.tlzyxy.com, 高职专科
2957,内蒙古电子信, 内蒙古,http://college.gaokao.com/school/1980/, 工科, 内蒙古自治区教育厅, www.imeic.cn, 高职专科
2958,乌兰察布职业, ------,http://college.gaokao.com/school/1981/, 财经, 内蒙古自治区教育厅, www.wlcbzyxy.com.cn, 高职专科
2959,乌海职业技术, ------,http://college.gaokao.com/school/1982/, 工科, 内蒙古自治区教育厅, www.whvtc.net, 高职专科
2960,内蒙古机电职, 内蒙古,http://college.gaokao.com/school/1983/, 工科, 内蒙古自治区教育厅, www.nmgjdxy.com, 高职专科
2961,内蒙古化工职, 内蒙古,http://college.gaokao.com/school/1984/, 工科, 内蒙古自治区教育厅, www.hgzyxy.com.cn, 高职专科
2962,内蒙古商贸职, 内蒙古,http://college.gaokao.com/school/1985/, 财经, 内蒙古自治区教育厅, www.imvcc.com, 高职专科
2963,包头铁道职业, ------,http://college.gaokao.com/school/1986/, 工科, 内蒙古自治区教育厅, www.bttzy.com, 高职专科
2964,辽宁装备制造, 辽宁,http://college.gaokao.com/school/1987/, 工科, 辽宁省教育厅, www.ltcem.com, 高职专科
2965,辽河石油职业, ------,http://college.gaokao.com/school/1988/, 工科, 辽宁省教育厅, www.lhptc.comwww.lhptc.edu.cn, 高职专科
2966,辽宁职业学院, 辽宁,http://college.gaokao.com/school/1989/, 农业, 辽宁省教育厅, www.lnvc.cn, 高职专科
2967,辽宁地质工程, 辽宁,http://college.gaokao.com/school/1990/, 工科, ——, www.lndzxy.com, 高职专科
2968,辽宁铁道职业, 辽宁,http://college.gaokao.com/school/1991/, 工科, ——, ——, 高职专科
2969,辽宁建筑职业, 辽宁,http://college.gaokao.com/school/1992/, 工科, ——, www.lnjzxy.com, 高职专科
2970,松原职业技术, ------,http://college.gaokao.com/school/1993/, 综合, 吉林省教育厅, www.sypt.cn, 高职专科
2971,吉林铁道职业, 吉林,http://college.gaokao.com/school/1994/, 工科, 吉林省教育厅, www.jtpt.cn, 高职专科
2972,白城职业技术, ------,http://college.gaokao.com/school/1995/, 综合, ——, www.bcvit.cn, 高职专科
2973,长白山职业技, ------,http://college.gaokao.com/school/1996/, ------, ——, www.cbsvtc.com.cn, 高职专科
2974,齐齐哈尔高等, ------,http://college.gaokao.com/school/1997/, 师范, 黑龙江省教育厅, www.qqhrtc.com, 高职专科
2975,黑龙江幼儿师, 黑龙江,http://college.gaokao.com/school/1998/, 师范, 黑龙江省教育厅, www.hljys.cn, 高职专科
2976,朔州职业技术, ------,http://college.gaokao.com/school/1974/, ------, ——, www.szvtc.com, 高职专科
2977,包头钢铁职业, ------,http://college.gaokao.com/school/1975/, 工科, 内蒙古自治区教育厅, http://www.btsvc.net, 高职专科
2978,锡林郭勒职业, ------,http://college.gaokao.com/school/1976/, 师范, 内蒙古自治区教育厅, ——, 高职专科
2979,内蒙古交通职, 内蒙古,http://college.gaokao.com/school/1977/, 工科, 内蒙古自治区教育厅, http://www.nmjtzy.com, 高职专科
2980,科尔沁艺术职, ------,http://college.gaokao.com/school/1978/, 艺术, 内蒙古自治区教育厅, www.keqysxy.com.cn, 高职专科
2981,通辽职业学院, ------,http://college.gaokao.com/school/1979/, 师范, 内蒙古自治区教育厅, www.tlzyxy.com, 高职专科
2982,内蒙古电子信, 内蒙古,http://college.gaokao.com/school/1980/, 工科, 内蒙古自治区教育厅, www.imeic.cn, 高职专科
2983,乌兰察布职业, ------,http://college.gaokao.com/school/1981/, 财经, 内蒙古自治区教育厅, www.wlcbzyxy.com.cn, 高职专科
